OBJECTID,STATE_ABBR,STATE_FIPS,COUNTY_FIPS,STCOFIPS,TRACT_FIPS,FIPS,POPULATION,POP_SQMI,SQMI,POPULATION_2020,POP20_SQMI,incidents_total,opioid_incidents,naloxone_opioid_total,naloxone_opioid_rate,hospital_total,hospital_rate,hospital_opioid,hospital_meth,hospital_benzo,hospital_cocaine,hospital_alcohol,opioid_total,meth_total,benzo_total,cocaine_total,alcohol_total,hospital_rate_opioid,hospital_rate_meth,hospital_rate_benzo,hospital_rate_cocaine,hospital_rate_alcohol,Opioid,Methamphetamine,Benzodiazepine,Cocaine,Alcohol,MDMA,Synthetic_Marijuana,Crack,LSD,polysub_incidents,polysub_rate,mean_substances,F2020_od,F2021_od,F2022_od,F2023_od,F2024_od,F2025_od,unique_substances_present,Opioid_2025,Meth_2025,Benzo_2025,Cocaine_2025,Alcohol_2025,SynthMJ_2025,PCP_2025,Opioid_2425,Meth_2425,Cocaine_2425,Alcohol_2425,Benzo_2425,SynthMJ_2425,PCP_2425,Stimulant_2425,population_1,ruca_code,ruca_category,spatial_lambda,pop_ok,rate_total_per1k,eb_rate_total_per1k,rate_2020_per1k,eb_rate_2020_per1k,rate_2021_per1k,eb_rate_2021_per1k,rate_2022_per1k,eb_rate_2022_per1k,rate_2023_per1k,eb_rate_2023_per1k,rate_2024_per1k,eb_rate_2024_per1k,rate_2025_per1k,eb_rate_2025_per1k,spatial_rate_per1k,spatial_rate_2020_per1k,spatial_rate_2021_per1k,spatial_rate_2022_per1k,spatial_rate_2023_per1k,spatial_rate_2024_per1k,spatial_rate_2025_per1k,incidents_2425,polysub_incidents_2425,opioid_incidents_2425,naloxone_opioid_total_2425,naloxone_opioid_rate_2425,z_rate,z_incidents,z_polysub,z_opioid,burden_tier,burden_num,burden_high,stimulant_total_2425,signal_total_2425,alpha_op,beta_op,alpha_st,beta_st,p_opioid_dom,p_stimulant_dom,dominance_confidence,dominance_direction,ecosystem_type,ecosystem_num,past_mean,recent_mean,trend_ratio,trend_flag,trend_num,network_ready,naloxone_gap,expected_opioid_ods_annual,expected_opioid_ods_rate_100k,burden_weight,kits_need_min_floor,kits_need_median_base,est_kits_needed_annual_median,kits_need_high_base,est_kits_needed_annual_high,Incidents_Substances_0,Incidents_Substances_1,Incidents_Substances_2,Incidents_Substances_3,Incidents_Substances_4,Incidents_Substances_5,Sum2425_Opioid,Sum2425_Meth,Sum2425_Benzo,Sum2425_Alcohol,Sum2425_Cocaine,Sum2425_SynthCan,Sum2425_PCP,Sum2425_Unknown,Sum2425_Other,SpikeEvents_2021,SpikeEvents_2022,SpikeEvents_2023,SpikeEvents_2024,SpikeEvents_2025,yoy_change_2021_per1k,yoy_pct_change_2021,yoy_change_2022_per1k,yoy_pct_change_2022,yoy_change_2023_per1k,yoy_pct_change_2023,yoy_change_2024_per1k,yoy_pct_change_2024,yoy_change_2025_per1k,yoy_pct_change_2025,cagr_2020_2025,Opioid_2021,Opioid_2023,Opioid_2024,Opioid_2020,Opioid_2022,Methamphetamine_2021,Methamphetamine_2023,Methamphetamine_2024,Methamphetamine_2020,Methamphetamine_2022,Benzodiazepine_2021,Benzodiazepine_2023,Benzodiazepine_2024,Benzodiazepine_2020,Benzodiazepine_2022,Cocaine_2021,Cocaine_2023,Cocaine_2024,Cocaine_2020,Cocaine_2022,Alcohol_2021,Alcohol_2023,Alcohol_2024,Alcohol_2020,Alcohol_2022,MDMA_2021,MDMA_2023,MDMA_2024,MDMA_2020,MDMA_2022,Synthetic_Marijuana_2021,Synthetic_Marijuana_2023,Synthetic_Marijuana_2024,Synthetic_Marijuana_2020,Synthetic_Marijuana_2022,Crack_2021,Crack_2023,Crack_2024,Crack_2020,Crack_2022,LSD_2021,LSD_2023,LSD_2024,LSD_2020,LSD_2022,PCP_2021,PCP_2023,PCP_2024,PCP_2020,PCP_2022,Methamphetamine_2025,Benzodiazepine_2025,Synthetic_Marijuana_2025,MDMA_2025,Crack_2025,LSD_2025,Sum2425_MDMA,Sum2425_Crack,Sum2425_LSD,cagr_raw_Opioid_2020_2025,cagr_raw_incidents_2020_2025,Infographic_Link
401,KS,20,107,20107,955200,20107955200,4092,16.00000000,255.99000000,4216,16.50000000,96,16,10,62.50000000,72,75.00000000,11,10,8,2,5,16,13,8,2,8,68.75000000,76.92307692,100.00000000,100,62.50000000,16,13,8,2,8,0,2,0,0,7,7.29166667,0.51041667,22,18,8,19,13,16,6,2,3,2,0,2,0,0,4,9,1,4,4,0,0,10,4125,10,Isolated Rural,0.80000000,TRUE,3.87878788,3.88551619,5.33333333,5.27319588,4.36363636,4.36421583,1.93939394,2.00350042,4.60606061,4.60553459,3.15151515,3.17493673,3.87878788,3.88066966,3.43096669,4.51383266,3.77825476,1.98506925,3.98976093,2.95034447,3.34673327,29,5,4,2,50.00000000,-0.14924872,0.09489701,0.26399373,-0.22147447,Low Burden,1,0,10,14,4.50000000,10.50000000,10.50000000,4.50000000,0.05275187,0.94724813,94.72481300,Stimulant,Stimulant Domint,5,13.00000000,14.50000000,1.11538461,Stable,3,1,0,2.20000000,53.33333333,1.00050603,10.31250000,36.35138543,37,52.41400942,53,12,12,5,0,0,0,4,9,4,4,1,0,0,12,0,0,0,0,1,0,-0.73557790,-16.29608259,-1.79318552,-47.46068305,2.00469168,100.98850140,-1.03941646,-26.05209873,0.39638880,13.43533970,-5.80775906,2,4,2,5,1,0,4,6,0,0,0,2,2,0,2,0,1,1,0,0,0,3,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,-16.74467926,-6.17048740,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/5f725560ff954339a21d28175b750fb5.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
402,KS,20,107,20107,955101,20107955101,2883,10.20000000,283.32000000,2780,9.80000000,44,2,1,50.00000000,34,77.27272727,1,5,3,0,5,2,6,3,0,5,50.00000000,83.33333333,100.00000000,0,100.00000000,2,6,3,0,5,0,2,0,0,2,4.54545455,0.40909091,9,9,,10,7,7,5,1,2,2,0,0,0,0,1,6,0,1,3,0,0,6,2951,10,Isolated Rural,0.80000000,TRUE,2.48503332,2.55303796,3.04981362,3.08106018,3.04981362,3.10461058,,,3.38868180,3.42789392,2.37207726,2.43483056,2.37207726,2.41951324,2.60081262,2.98247656,3.16204100,,3.32851057,2.49064300,2.53124049,14,2,1,0,0.00000000,-0.33880685,-0.32827862,-0.28807350,-0.49931820,Low Burden,1,0,6,7,1.50000000,6.50000000,6.50000000,1.50000000,0.02524517,0.97475483,97.47548300,Stimulant,Stimulant Domint,5,5.50000000,7.00000000,1.27272727,Increasing,4,0,0,0.45000000,15.24906811,0.60000000,7.37750000,15.59544480,16,22.48662000,23,5,7,2,0,0,0,1,6,3,1,0,0,0,5,0,2,,0,1,2,0.17956444,6.02064872,-2.08022271,,2.24669228,207.67741780,-0.83786757,-25.17244729,0.04059749,1.63000028,-3.22765306,0,1,0,0,,0,0,4,0,,0,0,1,0,,0,0,0,0,,2,2,1,0,,0,0,0,0,,1,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,2,2,0,0,0,0,0,0,0,,-4.90206072,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/b733adaa292549ffaea1b12d018b0733.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
403,KS,20,109,20109,954600,20109954600,2754,2.60000000,1073.10000000,2762,2.60000000,18,4,2,50.00000000,16,88.88888889,4,3,1,1,2,4,4,1,1,2,100.00000000,75.00000000,100.00000000,100,100.00000000,4,4,1,1,2,0,1,0,0,2,11.11111111,0.72222222,0,,,,6,,6,,,,,,,,3,4,0,2,0,0,0,4,2720,10,Isolated Rural,0.80000000,TRUE,1.10294118,1.23939862,0.00000000,0.19840809,,,,,,,2.20588235,2.28074447,,,1.16136458,0.25255218,,,,2.00010505,,10,2,3,1,33.33333333,-0.66749172,-0.44112546,-0.28807350,-0.31408905,Low Burden,1,0,4,7,3.50000000,4.50000000,4.50000000,3.50000000,0.35448691,0.64551309,64.55130900,Stimulant,Low Activity,1,2.50000000,5.00000000,2.00000000,Emerging,1,1,0,1.25000000,45.95588235,0.92873305,6.80000000,22.25036344,23,32.08215436,33,3,5,2,0,0,0,3,4,0,2,0,0,0,3,0,,,,0,,0.92621306,,-0.32429883,,0.33898988,,0.80664875,67.58929997,-0.56204299,,,,,2,0,,,,2,0,,,,0,0,,,,0,0,,,,1,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,,,,,0,0,0,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/c2805b7d3f17481691263564c1b7c547.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
404,KS,20,111,20111,000203,20111000203,911,2602.90000000,0.35000000,934,2668.60000000,19,7,4,57.14285714,14,73.68421053,6,0,1,0,3,7,0,1,0,4,85.71428571,0.00000000,100.00000000,0,75.00000000,7,0,1,0,4,0,1,0,0,1,5.26315789,0.68421053,,5,,,5,0,4,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,922,4,Small Town,0.70000000,TRUE,3.43456254,3.51659357,,,5.42299349,5.29755056,,,,,5.42299349,5.25747292,0.00000000,0.35449929,2.95448302,,4.40602112,,,4.12682904,0.73228205,5,1,2,0,0.00000000,-0.25804943,-0.58218400,-0.47209591,-0.40670362,Low Burden,1,0,0,2,2.50000000,0.50000000,0.50000000,2.50000000,0.92441318,0.07558682,92.44131800,Opioid,Low Activity,1,3.00000000,2.50000000,0.83333333,Stable,3,0,0,1.05000000,113.88286330,1.46200727,2.30500000,11.87292599,12,17.11922798,18,1,3,1,0,0,0,2,0,1,2,0,0,0,1,0,0,,,0,0,0.91237197,26.11515717,-2.90983039,,1.86347747,,0.76716084,22.83442275,-3.39454699,-82.25557575,,1,,2,,,0,,0,,,0,,1,,,0,,0,,,1,,2,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,0,0,0,0,0,0,0,0,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/89d2d395afc34688adf1c94cc7a4cfeb.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
405,KS,20,111,20111,000103,20111000103,1436,767.90000000,1.87000000,1431,765.20000000,33,5,3,60.00000000,29,87.87878788,2,4,1,1,6,5,4,1,1,7,40.00000000,100.00000000,100.00000000,100,85.71428571,5,4,1,1,7,0,1,0,0,3,9.09090909,0.57575758,7,8,,,5,7,6,2,2,0,0,2,0,0,3,4,0,3,0,0,0,4,1058,4,Small Town,0.70000000,TRUE,5.19848771,5.07839666,6.61625709,6.23995077,7.56143667,7.22205086,,,,,4.72589792,4.65032974,6.61625709,6.40747599,4.46675216,5.34191042,6.02872819,,,4.29014939,5.14385321,12,2,3,2,66.66666667,0.08726348,-0.38470204,-0.28807350,-0.31408905,Low Burden,1,0,4,7,3.50000000,4.50000000,4.50000000,3.50000000,0.35448691,0.64551309,64.55130900,Stimulant,Mixed,3,5.50000000,6.00000000,1.09090909,Stable,3,1,0,1.30000000,122.87334590,1.51862025,2.64500000,14.15181559,15,20.40509286,21,4,6,2,0,0,0,3,4,0,3,0,0,0,4,0,1,,,0,1,0.68681777,12.85715633,-3.12638946,,0.16486810,,1.22294256,39.87153868,0.85370382,19.89916300,-0.75277026,1,,1,1,,0,,2,0,,0,,0,0,,0,,0,0,,3,,1,0,,0,,0,0,,1,,0,0,,0,,0,0,,0,,0,0,,0,,0,0,,2,0,0,0,0,0,0,0,0,14.86983550,0.00000000,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/76c188aa114d4d4b8ad5068f6155f3ab.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
406,KS,20,111,20111,000101,20111000101,3507,6262.50000000,0.56000000,3429,6123.20000000,90,9,2,22.22222222,78,86.66666667,9,19,5,0,22,9,20,5,0,24,100.00000000,95.00000000,100.00000000,0,91.66666667,9,20,5,0,24,0,5,1,0,17,18.88888889,0.71111111,8,16,12,15,21,18,6,3,10,1,0,6,0,0,6,14,0,14,2,0,0,14,3823,4,Small Town,0.70000000,TRUE,3.92362019,3.92939061,2.09259744,2.15434439,4.18519487,4.19153316,3.13889615,3.16825353,3.92362019,3.94046694,5.49306827,5.44720993,4.70834423,4.69118957,3.83704455,2.82523279,4.27428018,3.14873877,3.69345696,4.88339095,4.18119387,39,8,6,2,33.33333333,-0.05652453,0.37701410,0.81606096,-0.03624532,Low Burden,1,0,14,20,6.50000000,14.50000000,14.50000000,6.50000000,0.03547359,0.96452641,96.45264100,Stimulant,Stimulant Domint,5,14.00000000,19.50000000,1.39285714,Increasing,4,1,1,2.55000000,66.70154329,1.11889230,9.55750000,37.67644258,38,54.32457093,55,12,19,7,1,0,0,6,14,2,14,0,0,0,12,0,0,1,0,0,1,1.44904739,51.28948652,-1.12554141,-26.33288787,0.54471819,17.29956734,1.18993399,32.21735082,-0.70219708,-14.37929272,8.15565040,0,3,3,0,0,0,6,4,0,0,0,3,1,0,0,0,0,0,0,0,2,7,8,0,1,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,,17.60790225,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/6f6692a0e212435483738ccfa1e630a1.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
407,KS,20,111,20111,000500,20111000500,4332,1099.50000000,3.94000000,4299,1091.10000000,90,13,8,61.53846154,69,76.66666667,12,8,1,1,13,13,8,1,1,20,92.30769231,100.00000000,100.00000000,100,65.00000000,13,8,1,1,20,0,5,0,0,7,7.77777778,0.53333333,14,11,18,16,17,14,6,1,2,1,0,5,0,0,9,4,0,12,1,0,0,4,4042,4,Small Town,0.70000000,TRUE,3.71103414,3.72311492,3.46363186,3.47145219,2.72142504,2.77184421,4.45324097,4.43989592,3.95843642,3.97355104,4.20583869,4.19940921,3.46363186,3.47464228,3.52201652,3.49724430,3.10164375,3.77473161,3.49344407,3.88470522,3.36513264,31,3,9,4,44.44444444,-0.12845832,0.15132043,-0.10405109,0.24159840,Low Burden,1,0,4,13,9.50000000,4.50000000,4.50000000,9.50000000,0.91841581,0.08158419,91.84158100,Opioid,Opioid Domint,4,14.50000000,15.50000000,1.06896552,Stable,3,1,1,3.80000000,94.01286492,1.32835449,10.10500000,47.29199157,48,68.18895242,69,8,20,3,0,0,0,9,4,1,12,0,0,0,8,0,0,1,0,2,2,-0.39560055,-11.31177919,0.67308787,21.70100522,-0.28128755,-7.45185553,0.39126115,11.19986874,-0.51957258,-13.37482652,-0.76720060,0,2,8,0,2,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1,6,7,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,,0.00000000,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/537706a52cc34e67b95a8e8e2fab8cde.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
408,KS,20,111,20111,000700,20111000700,2295,14.30000000,160.55000000,2341,14.60000000,15,2,1,50.00000000,9,60.00000000,1,0,1,1,1,2,0,1,1,1,50.00000000,0.00000000,100.00000000,100,100.00000000,2,0,1,1,1,0,1,0,0,0,0.00000000,0.40000000,,7,,,0,,5,,,,,,,,,,,,,,,,2377,5,Small Town,0.70000000,TRUE,1.05174590,1.20952511,,,2.94488852,3.01755038,,,,,0.00000000,0.19088168,,,1.51838495,,2.76854567,,,0.74705089,,,,,,,,,,,Low Burden,,,,,,,,,,,,Balanced,Low Activity,,,,,Decreasing,,,,,,,,,,,,1,1,0,0,0,0,,,,,,,,,,,,,,,0.82015587,42.09403389,-1.60513986,,-0.03446973,,-0.38188519,-33.82699862,0.53079241,,,2,,0,,,0,,0,,,0,,0,,,1,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,,,,,,,,,,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/3adbe53e45a64e46a5006fea01189e4c.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
409,KS,20,111,20111,000600,20111000600,2166,6.20000000,347.93000000,2227,6.40000000,17,2,1,50.00000000,13,76.47058824,1,0,3,0,2,2,1,3,0,3,50.00000000,0.00000000,100.00000000,0,66.66666667,2,1,3,0,3,0,0,0,0,1,5.88235294,0.52941176,,6,,,,,4,,,,,,,,,,,,,,,,2265,5,Small Town,0.70000000,TRUE,1.25091979,1.40528438,,,2.64900662,2.74072004,,,,,,,,,1.70888419,,2.77871876,,,,,,,,,,,,,,Low Burden,,,,,,,,,,,,Opioid,Low Activity,,,,,Decreasing,,,,,,,,,,,,0,3,0,0,0,0,,,,,,,,,,,,,,,1.45260063,109.53780050,-0.94295468,,-0.14695120,,-0.52469914,,0.22471860,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/8e79e58701b241d8a50902443df7304e.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
410,KS,20,111,20111,000202,20111000202,2402,1298.40000000,1.85000000,2425,1310.80000000,26,3,2,66.66666667,23,88.46153846,2,1,0,0,3,3,1,0,0,3,66.66666667,100.00000000,0.00000000,0,100.00000000,3,1,0,0,3,0,3,0,0,1,3.84615385,0.38461538,6,6,6,,,,4,,,,,,,,2,1,0,1,0,0,0,1,2488,4,Small Town,0.70000000,TRUE,1.74169346,1.85857768,2.41157556,2.48577648,2.41157556,2.50695254,2.41157556,2.49219390,,,,,,,1.96204530,2.44653118,2.76740339,2.18159714,,,,5,0,2,1,50.00000000,-0.48466356,-0.58218400,-0.65611832,-0.40670362,Low Burden,1,0,1,3,2.50000000,1.50000000,1.50000000,2.50000000,0.71220659,0.28779341,71.22065900,Opioid,Opioid Domint,4,6.00000000,2.50000000,0.41666667,Decreasing,2,0,0,0.85000000,34.16398714,0.80076415,6.22000000,17.54818893,18,25.30222518,26,1,4,0,0,0,0,2,1,0,1,0,0,0,1,0,1,0,,,,0.32087220,13.11539384,-0.58580625,-21.16808308,-0.58589803,,-0.44560842,,0.40796613,,,0,,,0,1,0,,,0,0,0,,,0,0,0,,,0,0,1,,,0,0,0,,,0,0,1,,,0,1,0,,,0,0,0,,,0,0,0,,,0,0,,,,,,,0,0,0,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/15310bd94c9e4c72a072a69a09bc1a2c.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
411,KS,20,111,20111,000400,20111000400,2892,5902.00000000,0.49000000,2888,5893.90000000,65,7,4,57.14285714,50,76.92307692,7,6,0,0,11,7,6,0,0,21,100.00000000,100.00000000,0.00000000,0,52.38095238,7,6,0,0,21,0,5,0,0,6,9.23076923,0.60000000,15,14,10,5,10,11,4,2,2,0,0,7,0,0,3,3,0,13,0,0,0,3,3421,4,Small Town,0.70000000,TRUE,3.16671538,3.20080351,4.38468284,4.35388305,4.09237065,4.10273671,2.92312189,2.96374108,1.46156095,1.55032572,2.92312189,2.95892004,3.21543408,3.23478770,3.27488469,4.12429682,3.96887155,2.92668886,2.17217809,3.36438401,3.04055286,21,2,3,1,33.33333333,-0.18488862,-0.13079666,-0.28807350,-0.31408905,Low Burden,1,0,3,6,3.50000000,3.50000000,3.50000000,3.50000000,0.50000000,0.50000000,50.00000000,Balanced,Mixed,3,12.00000000,10.50000000,0.87500000,Stable,3,1,0,1.40000000,40.92370652,0.87641101,8.55250000,26.40816383,27,38.07716628,39,4,15,2,0,0,0,3,3,0,13,0,0,0,4,0,0,1,0,2,2,-0.15542527,-3.76852777,-1.04218269,-26.25891705,-0.75451077,-25.78035483,1.19220592,54.88527520,-0.32383115,-9.62527305,-5.91496972,1,1,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,1,2,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14.86983550,-6.01462356,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/06e1c666c7e2432ebb8acfce46382a29.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
412,KS,20,111,20111,000800,20111000800,3322,10.10000000,329.62000000,3409,10.30000000,27,2,1,50.00000000,15,55.55555556,2,1,1,0,0,2,1,1,0,4,100.00000000,100.00000000,100.00000000,0,0.00000000,2,1,1,0,4,0,2,0,0,0,0.00000000,0.37037037,9,,,,5,,5,,,,,,,,0,1,0,3,1,0,0,1,3365,5,Small Town,0.70000000,TRUE,1.33729569,1.43986564,2.67459138,2.71870871,,,,,,,1.48588410,1.57161625,,,1.75746731,2.70265060,,,,1.79773822,,8,0,0,0,0.00000000,-0.53137708,-0.49754888,-0.65611832,-0.59193277,Low Burden,1,0,1,1,0.50000000,1.50000000,1.50000000,0.50000000,0.18169011,0.81830989,81.83098900,Stimulant,Stimulant Domint,5,3.00000000,4.00000000,1.33333333,Increasing,4,0,0,0.10000000,2.97176820,0.60000000,8.41250000,17.78335200,18,25.64130000,26,3,5,0,0,0,0,0,1,1,3,0,0,0,3,0,,,,0,,-1.12927378,,-0.22310502,,0.32085354,,0.12661288,7.57650378,-0.40536861,,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,2,0,,,,0,0,,,,0,1,,,,0,0,,,,0,0,,,,0,0,,,,,,,,0,0,0,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/22cd6cef9e2447a384e1b6e0f1dfb70f.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
413,KS,20,111,20111,000300,20111000300,4797,751.90000000,6.38000000,4982,780.90000000,96,11,6,54.54545455,86,89.58333333,11,8,4,0,19,11,11,4,0,21,100.00000000,72.72727273,100.00000000,0,90.47619048,11,11,4,0,21,0,1,0,0,5,5.20833333,0.50000000,19,17,12,18,19,11,5,2,4,2,0,4,0,0,4,8,0,9,3,0,0,8,4650,4,Small Town,0.70000000,TRUE,3.44086021,3.45873995,4.08602150,4.07274697,3.65591398,3.67517014,2.58064516,2.62018348,3.87096774,3.88599103,4.08602150,4.08341787,2.36559140,2.39615005,3.06407260,3.64293090,3.35070498,2.44560513,3.19216173,3.45329986,2.27055692,30,5,4,2,50.00000000,-0.23302565,0.12310872,0.26399373,-0.22147447,Low Burden,1,0,8,12,4.50000000,8.50000000,8.50000000,4.50000000,0.12372373,0.87627628,87.62762800,Stimulant,Stimulant Domint,5,14.50000000,15.00000000,1.03448276,Stable,3,0,0,1.95000000,41.93548387,0.88717884,11.62500000,36.33636109,37,52.39234626,53,11,14,5,0,0,0,4,8,3,9,0,0,0,11,0,1,0,0,1,0,-0.29222592,-8.02172561,-0.90509984,-27.01222130,0.74655660,30.52645708,0.26113813,8.18060463,-1.18274294,-34.24964489,-9.02201951,2,1,2,2,2,0,3,4,0,0,0,1,1,0,0,0,0,0,0,0,5,6,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0.00000000,-10.35463975,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/67f16130202d40a980079c9ca585d376.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
414,KS,20,111,20111,000201,20111000201,3446,2051.20000000,1.68000000,3530,2101.20000000,27,6,4,66.66666667,22,81.48148148,4,2,0,1,7,6,2,0,1,8,66.66666667,100.00000000,0.00000000,100,87.50000000,6,2,0,1,8,0,1,0,0,2,7.40740741,0.66666667,,7,,,8,5,5,1,0,0,0,2,0,0,3,2,1,7,0,0,0,3,3396,4,Small Town,0.70000000,TRUE,1.32508834,1.42720579,,,2.06124853,2.14461898,,,,,2.35571260,2.41107988,1.47232038,1.53705475,1.90605664,,2.69236134,,,2.63257884,1.55169063,13,2,3,1,33.33333333,-0.49744806,-0.35649033,-0.28807350,-0.31408905,Low Burden,1,0,3,6,3.50000000,3.50000000,3.50000000,3.50000000,0.50000000,0.50000000,50.00000000,Balanced,Mixed,3,4.50000000,6.50000000,1.44444444,Emerging,1,1,0,1.35000000,39.75265018,0.86378049,8.49000000,25.83737423,26,37.25416130,38,4,7,1,0,1,0,3,2,0,7,1,0,0,4,0,1,,,0,0,0.83641187,45.06652200,-1.45734097,,0.16780720,,1.22975127,87.66232553,-1.08088821,-41.05815155,,1,,2,,,0,,2,,,0,,0,,,0,,1,,,1,,5,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,0,0,0,0,0,0,0,0,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/a80ce5a9ce5b43aca03a5c5b72cc8ccd.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
