OBJECTID,STATE_ABBR,STATE_FIPS,COUNTY_FIPS,STCOFIPS,TRACT_FIPS,FIPS,POPULATION,POP_SQMI,SQMI,POPULATION_2020,POP20_SQMI,incidents_total,opioid_incidents,naloxone_opioid_total,naloxone_opioid_rate,hospital_total,hospital_rate,hospital_opioid,hospital_meth,hospital_benzo,hospital_cocaine,hospital_alcohol,opioid_total,meth_total,benzo_total,cocaine_total,alcohol_total,hospital_rate_opioid,hospital_rate_meth,hospital_rate_benzo,hospital_rate_cocaine,hospital_rate_alcohol,Opioid,Methamphetamine,Benzodiazepine,Cocaine,Alcohol,MDMA,Synthetic_Marijuana,Crack,LSD,polysub_incidents,polysub_rate,mean_substances,F2020_od,F2021_od,F2022_od,F2023_od,F2024_od,F2025_od,unique_substances_present,Opioid_2025,Meth_2025,Benzo_2025,Cocaine_2025,Alcohol_2025,SynthMJ_2025,PCP_2025,Opioid_2425,Meth_2425,Cocaine_2425,Alcohol_2425,Benzo_2425,SynthMJ_2425,PCP_2425,Stimulant_2425,population_1,ruca_code,ruca_category,spatial_lambda,pop_ok,rate_total_per1k,eb_rate_total_per1k,rate_2020_per1k,eb_rate_2020_per1k,rate_2021_per1k,eb_rate_2021_per1k,rate_2022_per1k,eb_rate_2022_per1k,rate_2023_per1k,eb_rate_2023_per1k,rate_2024_per1k,eb_rate_2024_per1k,rate_2025_per1k,eb_rate_2025_per1k,spatial_rate_per1k,spatial_rate_2020_per1k,spatial_rate_2021_per1k,spatial_rate_2022_per1k,spatial_rate_2023_per1k,spatial_rate_2024_per1k,spatial_rate_2025_per1k,incidents_2425,polysub_incidents_2425,opioid_incidents_2425,naloxone_opioid_total_2425,naloxone_opioid_rate_2425,z_rate,z_incidents,z_polysub,z_opioid,burden_tier,burden_num,burden_high,stimulant_total_2425,signal_total_2425,alpha_op,beta_op,alpha_st,beta_st,p_opioid_dom,p_stimulant_dom,dominance_confidence,dominance_direction,ecosystem_type,ecosystem_num,past_mean,recent_mean,trend_ratio,trend_flag,trend_num,network_ready,naloxone_gap,expected_opioid_ods_annual,expected_opioid_ods_rate_100k,burden_weight,kits_need_min_floor,kits_need_median_base,est_kits_needed_annual_median,kits_need_high_base,est_kits_needed_annual_high,Incidents_Substances_0,Incidents_Substances_1,Incidents_Substances_2,Incidents_Substances_3,Incidents_Substances_4,Incidents_Substances_5,Sum2425_Opioid,Sum2425_Meth,Sum2425_Benzo,Sum2425_Alcohol,Sum2425_Cocaine,Sum2425_SynthCan,Sum2425_PCP,Sum2425_Unknown,Sum2425_Other,SpikeEvents_2021,SpikeEvents_2022,SpikeEvents_2023,SpikeEvents_2024,SpikeEvents_2025,yoy_change_2021_per1k,yoy_pct_change_2021,yoy_change_2022_per1k,yoy_pct_change_2022,yoy_change_2023_per1k,yoy_pct_change_2023,yoy_change_2024_per1k,yoy_pct_change_2024,yoy_change_2025_per1k,yoy_pct_change_2025,cagr_2020_2025,Opioid_2021,Opioid_2023,Opioid_2024,Opioid_2020,Opioid_2022,Methamphetamine_2021,Methamphetamine_2023,Methamphetamine_2024,Methamphetamine_2020,Methamphetamine_2022,Benzodiazepine_2021,Benzodiazepine_2023,Benzodiazepine_2024,Benzodiazepine_2020,Benzodiazepine_2022,Cocaine_2021,Cocaine_2023,Cocaine_2024,Cocaine_2020,Cocaine_2022,Alcohol_2021,Alcohol_2023,Alcohol_2024,Alcohol_2020,Alcohol_2022,MDMA_2021,MDMA_2023,MDMA_2024,MDMA_2020,MDMA_2022,Synthetic_Marijuana_2021,Synthetic_Marijuana_2023,Synthetic_Marijuana_2024,Synthetic_Marijuana_2020,Synthetic_Marijuana_2022,Crack_2021,Crack_2023,Crack_2024,Crack_2020,Crack_2022,LSD_2021,LSD_2023,LSD_2024,LSD_2020,LSD_2022,PCP_2021,PCP_2023,PCP_2024,PCP_2020,PCP_2022,Methamphetamine_2025,Benzodiazepine_2025,Synthetic_Marijuana_2025,MDMA_2025,Crack_2025,LSD_2025,Sum2425_MDMA,Sum2425_Crack,Sum2425_LSD,cagr_raw_Opioid_2020_2025,cagr_raw_incidents_2020_2025,Infographic_Link
228,KS,20,091,20091,052415,20091052415,3633,4541.30000000,0.80000000,3542,4427.50000000,27,4,4,100.00000000,23,85.18518519,4,1,0,0,1,4,2,0,0,2,100.00000000,50.00000000,0.00000000,0,50.00000000,4,2,0,0,2,0,1,0,0,1,3.70370370,0.33333333,,6,7,,5,,4,,,,,,,,1,1,0,0,0,1,0,1,3217,1,Urban,0.60000000,TRUE,1.39881878,1.50353884,,,1.86509170,1.96034598,2.17594032,2.24820099,,,1.55424308,1.64132616,,,1.45903021,,1.93244844,1.79227062,,1.48272166,,8,1,1,1,100.00000000,-0.59952248,-0.49754888,-0.47209591,-0.49931820,Low Burden,1,0,1,2,1.50000000,1.50000000,1.50000000,1.50000000,0.50000000,0.50000000,50.00000000,Balanced,Diffuse Ecosystem,2,6.50000000,4.00000000,0.61538461,Decreasing,2,0,0,0.55000000,17.09667392,0.60000000,8.04250000,17.00120160,18,24.51354000,25,6,1,1,0,0,0,1,1,0,0,0,1,0,6,0,2,0,,1,,0.50112126,35.01095165,-0.14017782,-7.25389708,-0.63087958,,0.32133063,27.66773786,-0.57913762,,,1,,1,,1,0,,1,,1,0,,0,,0,0,,0,,0,0,,0,,2,0,,0,,0,0,,1,,0,0,,0,,0,0,,0,,0,0,,0,,0,,,,,,,0,0,0,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/442adba8bcdc4fd6b41e85cc146dad29.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
229,KS,20,091,20091,051911,20091051911,3443,4530.30000000,0.76000000,3408,4484.20000000,102,40,27,67.50000000,61,59.80392157,26,5,2,0,1,40,7,4,2,4,65.00000000,71.42857143,50.00000000,0,25.00000000,40,7,4,2,4,0,3,0,0,5,4.90196078,0.58823529,13,16,26,19,15,13,6,4,1,3,2,0,0,0,12,3,2,2,3,1,0,5,3337,1,Urban,0.60000000,TRUE,5.09439616,5.05714754,3.89571471,3.88590818,4.79472580,4.77969444,7.79142943,7.64957428,5.69373689,5.66141268,4.49505544,4.47730168,3.89571471,3.89758223,4.91409093,3.86659560,4.58059855,6.95046066,5.67517407,4.51645583,3.99072047,28,4,12,7,58.33333333,0.18940922,0.06668530,0.07997132,0.51944213,Low Burden,1,0,5,17,12.50000000,5.50000000,5.50000000,12.50000000,0.95671961,0.04328039,95.67196100,Opioid,Opioid Domint,4,21.00000000,14.00000000,0.66666667,Decreasing,2,0,0,6.20000000,185.79562480,1.86740315,8.34250000,54.88726601,55,79.14035857,80,9,15,4,0,0,0,12,3,3,2,2,1,0,9,0,2,8,6,5,3,0.71400295,18.46593278,2.36986211,51.73695291,-1.27528659,-18.34823118,-1.15871824,-20.41731632,-0.52573536,-11.64044055,0.63394807,6,9,8,5,8,0,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,-4.36475002,0.00000000,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/74b862507de04f9ea226927edccad2b7.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
230,KS,20,091,20091,051807,20091051807,3880,3841.60000000,1.01000000,3867,3828.70000000,35,5,4,80.00000000,22,62.85714286,4,1,2,0,5,5,2,2,0,6,80.00000000,50.00000000,100.00000000,0,83.33333333,5,2,2,0,6,0,1,0,0,3,8.57142857,0.45714286,,,10,,7,8,5,0,1,2,0,0,0,0,1,2,0,1,2,0,0,2,4145,1,Urban,0.60000000,TRUE,1.40731805,1.48904669,,,,,2.41254524,2.46189103,,,1.68878167,1.75313996,1.93003619,1.97354395,2.05647947,,,2.67948993,,2.31823779,2.37690179,15,0,1,0,0.00000000,-0.46310038,-0.30006691,-0.65611832,-0.49931820,Low Burden,1,0,2,3,1.50000000,2.50000000,2.50000000,1.50000000,0.28779341,0.71220659,71.22065900,Stimulant,Stimulant Domint,5,7.00000000,7.50000000,1.07142857,Stable,3,1,0,0.60000000,14.47527141,0.60000000,10.36250000,21.90549600,22,31.58490000,32,9,6,0,0,0,0,1,2,2,1,0,0,0,9,0,,1,,2,0,0.46535208,,0.84489417,46.05342457,-0.94490075,,0.58364861,33.64765620,0.05866400,2.53054288,,,,1,,3,,,1,,0,,,0,,0,,,0,,0,,,1,,3,,,0,,0,,,0,,0,,,0,,0,,,0,,0,,,0,,0,1,2,0,0,0,0,0,0,0,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/d3f054d2a00d4ae18302d89e03c7251d.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
231,KS,20,091,20091,980001,20091980001,28,5.40000000,5.21000000,18,3.50000000,25,4,4,100.00000000,20,80.00000000,4,3,0,1,3,4,4,0,1,4,100.00000000,75.00000000,0.00000000,100,75.00000000,4,4,0,1,4,0,1,0,0,1,4.00000000,0.56000000,,,,,5,6,5,0,1,0,1,1,0,0,2,1,1,2,0,1,0,2,0,1,Urban,0.60000000,FALSE,,,,,,,,,,,,,,,,,,,,,,11,1,2,2,100.00000000,,-0.41291375,-0.47209591,-0.40670362,Suppressed,0,0,2,4,2.50000000,2.50000000,2.50000000,2.50000000,0.50000000,0.50000000,50.00000000,Balanced,Suppressed,0,3.50000000,5.50000000,1.57142857,Emerging,1,0,0,0.90000000,,,,,,,,5,5,1,0,0,0,2,1,0,2,1,1,0,5,0,,,,0,0,,,,,,,,,,,,,,2,,,,,0,,,,,0,,,,,0,,,,,1,,,,,0,,,,,1,,,,,0,,,,,0,,,,,0,,,1,0,0,0,0,0,0,0,0,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/f651c302b7164255bcc448f269ce3907.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
232,KS,20,091,20091,053102,20091053102,4855,3443.30000000,1.41000000,4647,3295.70000000,67,14,7,50.00000000,35,52.23880597,8,6,6,0,3,14,11,7,2,4,57.14285714,54.54545455,85.71428571,0,75.00000000,14,11,7,2,4,0,1,0,0,4,5.97014925,0.58208955,11,12,9,19,10,6,6,1,1,0,0,0,0,0,3,3,1,1,2,1,0,4,5113,1,Urban,0.60000000,TRUE,2.18397549,2.23138893,2.15137884,2.19627421,2.34695873,2.39611132,1.76021905,1.81671194,3.71601799,3.73268236,1.95579894,2.00214471,1.17347937,1.22205026,2.97234082,2.95581459,2.65340643,2.98639478,4.11013786,2.78904143,2.32435345,16,1,3,1,33.33333333,-0.25397176,-0.27185521,-0.47209591,-0.31408905,Low Burden,1,0,4,7,3.50000000,4.50000000,4.50000000,3.50000000,0.35448691,0.64551309,64.55130900,Stimulant,Mixed,3,10.50000000,8.00000000,0.76190476,Stable,3,0,0,1.75000000,34.22648152,0.80149621,12.78250000,36.09562543,37,52.04523649,53,6,9,1,0,0,0,3,3,2,1,1,1,0,6,0,0,0,0,2,1,-0.30240816,-10.23095837,0.33298835,12.54946645,1.12374308,37.62875187,-1.32109644,-32.14238745,-0.46468797,-16.66120723,-4.69295679,3,6,2,1,1,0,7,2,1,0,1,3,2,0,1,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00000000,-11.41672897,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/9df01cd9324a4666887785a32882937f.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
233,KS,20,091,20091,052803,20091052803,4135,5513.30000000,0.75000000,4137,5516.00000000,101,23,14,60.86956522,87,86.13861386,21,10,7,1,12,23,12,7,1,14,91.30434783,83.33333333,100.00000000,100,85.71428571,23,12,7,1,14,0,0,1,0,9,8.91089109,0.57425743,9,21,23,27,5,16,6,5,6,2,1,4,0,0,8,9,1,6,2,0,0,10,3858,1,Urban,0.60000000,TRUE,4.36322793,4.35464104,2.33281493,2.38473213,5.44323484,5.40958312,5.96163815,5.89825953,6.99844479,6.93737862,1.29600829,1.37682730,4.14722654,4.14308354,4.31397029,3.33911087,5.37301025,5.00944108,5.87238445,2.27497116,4.03711926,21,7,8,3,37.50000000,0.05237713,-0.13079666,0.63203855,0.14898383,Low Burden,1,0,10,18,8.50000000,10.50000000,10.50000000,8.50000000,0.31934438,0.68065562,68.06556200,Stimulant,Diffuse Ecosystem,2,22.00000000,10.50000000,0.47727273,Decreasing,2,1,1,3.95000000,102.38465530,1.38623794,9.64500000,47.10611739,48,67.92094583,68,4,10,4,3,0,0,8,9,2,6,1,0,0,4,1,2,1,3,1,2,2.03389938,60.91140600,-0.36356918,-6.76658258,0.86294337,17.22634038,-3.59741329,-61.25983952,1.76214810,77.45804150,3.86952557,5,3,3,1,6,1,1,3,0,1,0,4,0,1,0,0,0,0,0,0,2,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,1,0,0,1,0,37.97296615,12.19551454,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/a860583338864d2f8b40f7a6ab91e93b.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
234,KS,20,091,20091,050600,20091050600,4671,3134.90000000,1.49000000,4565,3063.80000000,49,14,9,64.28571429,33,67.34693878,9,5,4,4,6,14,6,5,4,6,64.28571429,83.33333333,80.00000000,100,100.00000000,14,6,5,4,6,1,1,0,0,8,16.32653061,0.75510204,9,9,8,11,8,,7,,,,,,,,4,3,1,2,2,0,0,4,4592,1,Urban,0.60000000,TRUE,1.77845528,1.84224610,1.95993031,2.01601289,1.95993031,2.02488461,1.74216028,1.80538508,2.39547038,2.44215802,1.74216028,1.79905707,,,2.27342835,2.06872465,2.44804839,2.49910194,2.84677021,2.07216666,,12,4,4,0,0.00000000,-0.41356207,-0.38470204,0.07997132,-0.22147447,Low Burden,1,0,4,8,4.50000000,4.50000000,4.50000000,4.50000000,0.50000000,0.50000000,50.00000000,Balanced,Mixed,3,8.50000000,6.00000000,0.70588235,Decreasing,2,1,0,2.10000000,45.73170732,0.92646507,11.48000000,37.47211771,38,54.02996082,55,5,3,2,2,0,0,4,3,2,2,1,0,0,5,1,1,5,4,0,,0.37932374,18.33611553,0.05105355,2.08547970,0.34766827,13.91172833,-0.77460356,-27.20990805,-0.39253643,,,3,3,1,2,2,0,3,2,0,0,1,0,1,2,0,0,3,0,0,0,0,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,0,0,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/2165195461bc427e997edc83fdb49af5.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
235,KS,20,091,20091,052908,20091052908,5512,3674.70000000,1.50000000,5692,3794.70000000,253,33,14,42.42424242,231,91.30434783,31,25,35,5,26,33,25,36,5,30,93.93939394,100.00000000,97.22222222,100,86.66666667,33,25,36,5,30,1,2,0,0,23,9.09090909,0.52173913,46,60,53,27,30,37,7,3,9,8,1,8,0,0,11,16,1,14,19,1,0,17,5260,1,Urban,0.60000000,TRUE,8.01647655,7.92215787,8.74524715,8.59991281,11.40684411,11.24191915,10.07604563,9.92941214,5.13307985,5.12282287,5.70342205,5.66513382,7.03422053,6.98233650,5.77674692,6.41722176,7.89536563,6.98205798,4.25429005,4.10629698,4.99704712,67,13,11,2,18.18181818,0.38638887,1.16694194,1.73617301,0.42682756,Moderate Burden,2,0,17,28,11.50000000,17.50000000,17.50000000,11.50000000,0.12824715,0.87175285,87.17528500,Stimulant,Stimulant Domint,5,56.50000000,33.50000000,0.59292035,Decreasing,2,1,1,5.50000000,104.56273760,1.40090543,13.15000000,64.90406044,65,93.58328425,94,21,33,9,4,0,0,11,16,19,14,1,1,0,21,1,3,4,4,1,0,1.47814387,23.03401579,-0.91330765,-11.56764229,-2.72776793,-39.06825090,-0.14799307,-3.47867830,0.89075014,21.69229701,-4.87968507,5,7,8,3,7,2,6,7,1,0,7,3,11,5,2,1,1,0,1,1,3,8,6,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,1,0,0,1,0,0,0.00000000,-4.26102391,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/5222710d268e450692c6a6f3c7c1cbca.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
236,KS,20,091,20091,051902,20091051902,4320,4909.10000000,0.88000000,4326,4915.90000000,95,17,9,52.94117647,60,63.15789474,10,15,5,2,11,17,23,7,2,16,58.82352941,65.21739130,71.42857143,100,68.75000000,17,23,7,2,16,0,5,1,0,13,13.68421053,0.74736842,18,8,8,22,26,13,7,1,6,1,0,6,0,0,7,20,2,12,3,3,0,22,4207,1,Urban,0.60000000,TRUE,3.76356865,3.77361770,4.27858331,4.25710858,1.90159258,1.97402032,1.90159258,1.96562599,5.22937961,5.21437688,6.18017590,6.11938257,3.09008795,3.10854121,3.71761715,4.00897812,2.34180942,2.57842383,4.88341833,5.22577802,3.26504553,39,11,7,2,28.57142857,-0.08379469,0.37701410,1.36812819,0.05636926,Low Burden,1,0,22,29,7.50000000,22.50000000,22.50000000,7.50000000,0.00221817,0.99778183,99.77818300,Stimulant,Stimulant Domint,5,8.00000000,19.50000000,2.43750000,Increasing,4,1,1,3.30000000,78.44069408,1.21336387,10.51750000,44.96150879,45,64.82869682,65,6,22,7,4,0,0,7,20,3,12,2,3,0,6,1,0,3,5,5,3,-1.66716870,-41.58587676,0.23661441,10.10391384,2.30499450,89.39548562,0.34235969,7.01065654,-1.96073249,-37.52039382,-4.02212925,4,3,6,2,1,0,2,14,1,0,0,4,2,0,0,0,0,2,0,0,0,3,6,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,1,0,-12.94494367,-6.30116968,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/be6ad6a7960440d78b683c9b5b5851b6.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
237,KS,20,091,20091,051100,20091051100,3528,3493.10000000,1.01000000,3525,3490.10000000,77,19,12,63.15789474,52,67.53246753,14,2,3,1,5,19,3,4,2,9,73.68421053,66.66666667,75.00000000,50,55.55555556,19,3,4,2,9,0,1,0,0,3,3.89610390,0.49350649,10,19,14,11,12,11,6,0,0,1,1,4,0,0,4,2,1,6,1,0,0,3,3552,1,Urban,0.60000000,TRUE,3.61298799,3.63013260,2.81531531,2.85131501,5.34909910,5.31588477,3.94144144,3.94448153,3.09684685,3.13760518,3.37837838,3.39806082,3.09684685,3.11845050,3.82040193,3.30875180,5.05546482,4.15730967,3.91439798,3.35609735,3.11894244,23,1,4,0,0.00000000,-0.06032472,-0.07437324,-0.47209591,-0.22147447,Low Burden,1,0,3,7,4.50000000,3.50000000,3.50000000,4.50000000,0.64551309,0.35448691,64.55130900,Opioid,Mixed,3,16.50000000,11.50000000,0.69696970,Decreasing,2,0,0,2.35000000,66.15990991,1.11434020,8.88000000,34.86326526,35,50.26833206,51,10,12,1,0,0,0,4,2,1,6,1,0,0,10,0,3,4,6,0,0,1.74671303,52.79069381,-0.89815516,-17.76602526,-0.24291168,-5.84300196,-0.55830063,-14.26274571,-0.23715491,-7.06638961,-1.17458792,4,3,4,2,6,0,1,2,0,0,2,1,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-100.00000000,1.92448765,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/1fa971d10711420994bec9a77025f86d.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
238,KS,20,091,20091,052005,20091052005,2931,3856.60000000,0.76000000,2884,3794.70000000,213,33,9,27.27272727,190,89.20187793,32,52,12,4,32,33,59,13,5,35,96.96969697,88.13559322,92.30769231,80,91.42857143,33,59,13,5,35,0,2,0,1,35,16.43192488,0.69483568,31,33,36,40,44,29,7,6,19,2,2,6,0,0,16,44,4,20,7,1,0,48,2675,1,Urban,0.60000000,TRUE,13.27102804,12.84665010,11.58878505,11.15475319,12.33644860,11.97737349,13.45794393,13.01869561,14.95327103,14.57922922,16.44859813,15.91476511,10.84112150,10.61617243,9.14829809,7.84163826,8.54170354,9.54857704,10.10917318,11.14598585,7.80790831,73,25,16,3,18.75000000,1.15625193,1.33621219,3.94444193,0.88990043,High Burden,3,1,48,64,16.50000000,48.50000000,48.50000000,16.50000000,0.00002190,0.99997808,99.99780800,Stimulant,High Burden Stimulant,5,34.50000000,36.50000000,1.05797101,Stable,3,1,1,7.25000000,271.02803740,2.25542014,6.68750000,53.14085615,54,76.62226080,77,8,40,22,3,0,0,16,44,7,20,4,1,0,8,1,2,5,2,6,1,0.70006528,8.92753861,1.00687351,11.78773650,0.56059613,5.87099135,1.03681268,10.25615703,-3.33807754,-29.94869709,-0.08617620,2,7,10,2,6,1,12,25,1,1,0,5,5,1,0,0,1,2,0,0,2,9,14,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,1,0,0,1,24.57309396,-1.32497143,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/6273226084f743579309b6dc3bdf94c1.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
239,KS,20,091,20091,051910,20091051910,2170,8346.20000000,0.26000000,2169,8342.30000000,44,6,2,33.33333333,21,47.72727273,5,3,1,0,2,6,5,1,0,3,83.33333333,60.00000000,100.00000000,0,66.66666667,6,5,1,0,3,0,3,0,0,0,0.00000000,0.40909091,,7,,9,12,10,5,2,1,0,0,2,0,0,3,5,0,2,0,0,0,5,1778,1,Urban,0.60000000,TRUE,4.12448444,4.12277630,,,3.93700787,3.96663473,,,5.06186727,5.03638949,6.74915636,6.57466655,5.62429696,5.54400762,5.37349720,,4.41418631,,6.73567718,6.64356685,6.03088307,22,0,3,1,33.33333333,0.29431046,-0.10258495,-0.65611832,-0.31408905,Low Burden,1,0,5,8,3.50000000,5.50000000,5.50000000,3.50000000,0.24131006,0.75868994,75.86899400,Stimulant,Stimulant Domint,5,5.00000000,11.00000000,2.20000000,Increasing,4,0,0,1.35000000,75.92800900,1.19377190,4.44500000,18.69521281,19,26.95608568,27,12,10,0,0,0,0,3,5,0,2,0,0,0,12,0,0,,0,0,1,1.41831119,47.34213324,1.34759770,,0.97389317,16.90263240,-0.09211033,-1.36749911,-0.61268378,-9.22221147,,2,1,1,,,0,0,4,,,0,1,0,,,0,0,0,,,0,1,0,,,0,0,0,,,0,3,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,0,0,0,0,0,0,0,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/10a96910b9564e72b66d2af160716d84.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
240,KS,20,091,20091,050800,20091050800,2733,1966.20000000,1.39000000,2699,1941.70000000,11,2,1,50.00000000,10,90.90909091,2,1,1,0,0,2,1,1,0,0,100.00000000,100.00000000,100.00000000,0,0.00000000,2,1,1,0,0,0,0,0,0,1,9.09090909,0.36363636,,,5,,,0,3,0,0,0,0,0,0,0,,,,,,,,,2496,1,Urban,0.60000000,TRUE,0.73450855,0.90081664,,,,,2.00320513,2.10389428,,,,,0.00000000,0.13876998,0.94528478,,,1.72713950,,,0.50566544,,,,,,,,,,Low Burden,,,,,,,,,,,,Balanced,Low Activity,,,,,Decreasing,,,,,,,,,,,,2,0,0,0,0,0,,,,,,,,,,,,,,,0.33030500,,0.72185206,71.80553792,-0.99099833,,0.21595955,,-0.44643527,-46.88950074,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,,,,,,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/9dc20b4d03814ef6a800514cfa5e7b36.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
241,KS,20,091,20091,052701,20091052701,5693,318.20000000,17.89000000,5383,300.90000000,80,15,8,53.33333333,39,48.75000000,11,5,6,0,5,15,7,9,1,10,73.33333333,71.42857143,66.66666667,0,50.00000000,15,7,9,1,10,0,5,0,0,9,11.25000000,0.58750000,6,18,19,16,13,8,6,0,2,2,0,3,0,0,3,5,1,6,5,3,0,6,5568,2,Suburban,0.65000000,TRUE,2.39463602,2.43346499,1.07758621,1.14803582,3.23275862,3.25830925,3.41235632,3.42645340,2.87356322,2.90376819,2.33477011,2.36943447,1.43678161,1.47723617,2.25549089,1.26200097,2.80685757,3.17644964,2.60820087,2.15867731,1.49950693,21,5,3,1,33.33333333,-0.41765793,-0.13079666,0.26399373,-0.31408905,Low Burden,1,0,6,9,3.50000000,6.50000000,6.50000000,3.50000000,0.15899963,0.84100037,84.10003700,Stimulant,Stimulant Domint,5,18.50000000,10.50000000,0.56756757,Decreasing,2,1,0,1.80000000,32.32758621,0.77894534,13.92000000,38.20177272,39,55.08202924,56,6,10,2,3,0,0,3,5,5,6,1,3,0,6,0,1,0,1,0,0,1.54485659,122.41326460,0.36959208,13.16746824,-0.56824877,-17.88943117,-0.44952356,-17.23500538,-0.65917038,-30.53584588,3.50891534,3,5,3,1,3,1,1,3,0,0,0,2,3,1,1,0,0,1,0,0,2,0,3,1,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,-100.00000000,5.92238410,https://bao.arcgis.com/InfographicsPlayer/BAMobile/26.R01/reportPlayer/InfographicFromResource.html#resourceUrl=https://www.arcgis.com/sharing/rest/content/items/695c2d3fae114b7d8128b5447cadc7bd/resources/e8fec6f1e1614750ab462109f2c891f2.txt&portalUrl=https://www.arcgis.com&noExportOptions=true
